id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price
a764818957705842595,Cozy Room in Uptown near subway,488556209,Maria,Manhattan,Harlem,40.81839,-73.94121,Private room,1,8,2023-01-31,2.42,3,136,8,,60
a551331888495706616,Quaint 1-bedroom in the Heart of East Village,169524962,Isaac,Manhattan,East Village,40.72893,-73.98642,Entire home/apt,2,15,2023-01-01,1.14,1,12,12,,179
a722458996587058671,Gramercy Studio Apt,181490923,Kristina,Manhattan,Midtown,40.74385,-73.98731,Private room,2,6,2022-12-30,1.55,53,364,6,,103
a15774003,Super Host Beautiful & Clean 2 Bedroom Apt Flat,97657342,Will & Kim,Brooklyn,Sheepshead Bay,40.60417,-73.95651,Entire home/apt,3,191,2023-01-16,2.51,1,90,26,,125
a11589895,Sunny & Quiet Studio in Midtown,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.74503,-73.98137,Entire home/apt,30,7,2020-08-20,0.1,30,86,0,,93
a737571504615758258,Lovely one bedroom space in Brooklyn,308334258,Suad,Brooklyn,Crown Heights,40.67635,-73.95993,Private room,1,17,2023-02-19,4.4,1,226,17,,63
a33937907,Antonio's place,36242952,Antonio,Queens,Long Island City,40.75111,-73.94933,Private room,11,76,2023-01-31,1.61,2,1,10,,42
a38644229,"Love my Room, 3A, Work Space",210040180,Joan,Queens,Jamaica,40.67908,-73.79145,Private room,1,29,2023-02-18,2.86,3,365,29,,67
a9096938,Sunny plant-filled Park Slope apt,14356,Amy,Brooklyn,South Slope,40.66314,-73.98316,Private room,30,9,2017-08-31,0.1,1,0,0,,70
a6540907,Sunny Bedroom near major stations,31298029,Cynthia,Brooklyn,Fort Greene,40.68451,-73.97005,Private room,4,179,2023-02-20,1.9,1,36,27,,90
a24852797,Beautiful Bushwick slice of heaven.,8330049,Molly,Brooklyn,Bushwick,40.70307,-73.91742,Entire home/apt,30,7,2018-11-15,0.12,1,0,0,,75
a41321694,Newly renovated Rockaway Beach Bungalow,7167968,Annabel,Queens,Arverne,40.5943,-73.79492,Entire home/apt,3,46,2023-01-27,1.2,1,267,18,,200
a6359111,Gorgeous and Spacious Loft in Midtown,5720429,Gregory,Manhattan,Midtown,40.74806,-73.98322,Entire home/apt,1,102,2023-02-05,1.08,1,88,3,,929
a43499730,"Airy, Easy, Great Location - East Williamsburg",17833051,Joshua,Brooklyn,Williamsburg,40.70988,-73.94842,Entire home/apt,3,40,2022-12-10,1.26,1,165,17,,150
a2607583,Exquisite Furnished 1-BR Studio,13347167,AFI Apartments,Manhattan,Upper East Side,40.77096,-73.95539,Entire home/apt,30,9,2022-05-29,0.12,31,199,1,,104
a6733512,A Serine Stay in Bedstuy,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,40.68626,-73.93045,Private room,90,20,2019-11-06,0.22,3,288,0,,40
a13258556,Bright Manhattan Studio,5189524,Conor,Manhattan,Kips Bay,40.74218,-73.98075,Entire home/apt,30,22,2018-01-02,0.27,1,0,0,,145
a460999,Beautiful duplex apt in Harlem,128890,Sara,Manhattan,Harlem,40.81431,-73.94788,Entire home/apt,30,9,2021-07-31,0.08,1,0,0,,80
a6534409,Unbelievable NYC Apt Avail Nov!,34174768,Dana,Manhattan,Midtown,40.75066,-73.98736,Entire home/apt,30,19,2015-10-25,0.2,1,0,0,,340
a1606312,Williamsburg 2BR 2BA Hotel Condo,3130819,Shana,Brooklyn,Greenpoint,40.72053,-73.95458,Entire home/apt,30,13,2023-01-15,0.11,1,365,1,,250
a1446483,Cozy 1BD in Vibrant East Village,5283769,Donna,Manhattan,East Village,40.722,-73.98247,Entire home/apt,31,163,2020-03-15,1.53,1,0,0,,140
a53699054,Welcome Home Sweet Home,434912305,Anne,Brooklyn,Canarsie,40.63188,-73.906,Entire home/apt,3,29,2023-01-04,1.97,1,344,25,,149
a38449283,Safe/quiet/Great located 501 Manhattan Studio,293105717,Dominik,Manhattan,Upper East Side,40.77165,-73.95086,Entire home/apt,30,8,2020-03-09,0.19,1,0,0,,400
a32406729,Small Bedroom but Large Common Area,192383231,Bryan,Bronx,Melrose,40.81861,-73.91587,Private room,30,5,2020-02-29,0.11,2,0,0,,31
a41289512,"4beds, 2Bedroom next to K-town, (Free tickets)16",211549023,Studioplus,Manhattan,Midtown,40.7484,-73.98757,Entire home/apt,2,78,2023-02-07,2.06,16,308,34,,221
a35938640,Three Bedroom Family Suite- Top Floor w/ Skylight,270314994,Nicole And Jason,Brooklyn,Canarsie,40.64149,-73.90458,Entire home/apt,2,27,2022-11-06,0.6,1,281,10,,261
a40598227,Very quite and clean place,171446547,Xiomara,Staten Island,Port Richmond,40.62773,-74.13181,Private room,30,10,2020-03-12,0.26,1,31,0,,70
a42357974,Studio in Queens PRIVATE near LGA,125817047,Yesica,Queens,Jackson Heights,40.75563,-73.88271,Entire home/apt,2,97,2023-01-01,2.66,2,345,35,,84
a36629436,Kingsize skylight bedroom in Harlem brownstone,8637211,Judie And Steven,Manhattan,Harlem,40.81908,-73.94559,Private room,1,63,2023-03-03,1.42,4,118,58,,97
a29931976,Hudson Yard - Bright Double Double  Room,224414117,Casamia 36,Manhattan,Hell's Kitchen,40.75654,-73.997,Private room,1,44,2023-02-08,0.84,28,290,17,,240
a28811363,Warm little oasis in Brooklyn with Full size bed,42561290,Carla,Brooklyn,East New York,40.6631,-73.86601,Private room,2,27,2023-01-04,0.53,3,358,16,,47
a19449463,Haven 1.5 BR-1 Block to Subway-9 min to NYC!,8292927,Christian,Brooklyn,Williamsburg,40.71389,-73.94192,Entire home/apt,10,182,2023-01-31,2.65,1,4,40,,118
a38558695,convenient location.private room4. near subway,112452087,Hannah,Manhattan,East Harlem,40.79811,-73.93942,Private room,30,32,2020-10-11,0.76,2,0,0,,125
a53260928,*Williamsburg Luxury PRIVATE Triplex Home*,62130666,Luis,Brooklyn,Williamsburg,40.71131,-73.94721,Entire home/apt,3,41,2023-02-21,2.65,2,257,34,,600
a1069287,Park Slope 1br by Barclays Center/Prospect Park!,5879729,Stephanie,Brooklyn,Williamsburg,40.71139,-73.94328,Entire home/apt,30,15,2017-12-02,0.13,1,0,0,,83
a44448391,New 4 Bed 2 Bath Spacious Apartment,262657892,Philip,Brooklyn,Crown Heights,40.66624,-73.9296,Entire home/apt,4,36,2023-02-15,1.16,4,72,11,,215
a10050536,Studio Loft in Greenpoint,47554473,Henry Norman,Brooklyn,Greenpoint,40.72843,-73.94531,Entire home/apt,3,45,2022-10-22,0.51,14,67,3,,205
a19312705,Serene brownstone in the heart of Brooklyn,42947876,Susan,Brooklyn,Clinton Hill,40.68824,-73.96271,Entire home/apt,30,16,2019-08-17,0.23,1,0,0,,212
a46379831,Beautiful King Bed Hotel Room,371972456,Justin,Manhattan,Financial District,40.70486,-74.00576,Private room,1,35,2022-04-17,1.26,101,25,1,,239
a19099600,"Large, Private 1 Bedroom in Historic Brownstone",1342918,Keri,Brooklyn,Crown Heights,40.67192,-73.93637,Entire home/apt,5,8,2018-03-19,0.11,1,0,0,,70
a49380595,Newly Furnished Bedroom Currently At Low Price!,28722667,Qudsia,Brooklyn,Flatlands,40.62244,-73.92403,Private room,1,37,2022-11-18,1.95,4,355,18,,79
a23128247,Charming Kensington  Apt.,140293912,Awilda,Brooklyn,Kensington,40.64691,-73.97722,Entire home/apt,30,38,2019-03-18,0.63,3,0,0,,84
a9682617,mid century modern apartment,50015739,Anne,Manhattan,Midtown,40.74749,-73.9825,Entire home/apt,30,13,2017-04-24,0.15,1,0,0,,228
a6326345,Comfortable private room Brooklyn,23589288,Fabian,Brooklyn,Bedford-Stuyvesant,40.69037,-73.95746,Private room,30,9,2017-01-16,0.1,1,0,0,,60
a35758732,The Gallery~2 Bedroom Apartment~20 minutes to NYC,21299191,Aniefiok,Brooklyn,Bedford-Stuyvesant,40.68876,-73.93779,Entire home/apt,4,39,2023-01-07,0.86,1,336,21,,205
a24269196,YES!!!  A Bklyn Apt with SPACE!!!,183024421,Michael,Brooklyn,East Flatbush,40.63564,-73.94428,Entire home/apt,4,32,2023-01-05,1.8,1,364,25,,215
a7094112,"Stuyvesant, East Village",12749467,Naomi,Manhattan,East Village,40.73088,-73.98893,Entire home/apt,30,13,2023-01-08,0.15,4,175,5,,280
a46211719,Lovely clean apartment,232806788,Daniel,Brooklyn,Bedford-Stuyvesant,40.68498,-73.93876,Entire home/apt,4,10,2021-11-27,0.36,1,0,0,,149
a25970374,BEAUTIFUL STUDIO ON UPPER EAST SIDE/ CENTRAL PARK,9293730,Inna,Manhattan,Upper East Side,40.769516,-73.956444,Entire home/apt,30,22,2023-02-10,0.4,38,222,6,,99
a594036,Spacious Greenwich Village Loft,2934010,Bill,Manhattan,West Village,40.73216,-74.00521,Entire home/apt,30,5,2015-10-11,0.04,1,0,0,,300
a22251884,Authentic and Open Tribeca Loft,16897284,Hugh,Manhattan,Tribeca,40.71705,-74.00511,Entire home/apt,1,146,2023-01-30,2.33,1,111,35,,346
a695619625950560653,*New* Perfect Room near Prospect Park,429454632,Carol,Brooklyn,Prospect-Lefferts Gardens,40.66219,-73.94093,Private room,1,7,2023-02-24,1.08,20,41,7,,58
a35786867,Bed Stuy/Clinton Hill Eclectic Home,21942044,Bobbi,Brooklyn,Bedford-Stuyvesant,40.68544,-73.95271,Private room,3,30,2021-04-05,0.75,2,0,0,,48
a21025840,3 blocks from Subway express! Clean & Cozy,33167995,Kyle,Brooklyn,Crown Heights,40.67181,-73.9526,Private room,30,10,2019-08-24,0.15,1,0,0,,49
a28763093,"Cozy, lux studio in prime NYC with amazing view",27815282,Milan,Manhattan,Theater District,40.7621,-73.98446,Entire home/apt,30,10,2020-01-01,0.19,1,0,0,,100
a52426248,Spacious BK Suite,24418469,Kirsten,Brooklyn,East Flatbush,40.64632,-73.94887,Entire home/apt,2,23,2022-12-19,1.93,1,353,23,,118
a18394653,Brooklyn Royalty,44140036,Ricardo,Brooklyn,East Flatbush,40.65041,-73.93508,Private room,2,69,2023-01-01,1.0,1,365,15,,52
a606385400662155205,Lovely one Bedroom Unit In Brooklyn heights,6724578,Bi,Brooklyn,Cobble Hill,40.68993,-73.99643,Private room,1,51,2023-02-26,4.97,6,139,51,,125
a726469632450695613,Lovely 2 bedroom rental in Brooklyn,340064506,Michelle,Brooklyn,Clinton Hill,40.68202,-73.9673,Entire home/apt,3,7,2023-01-14,1.42,2,59,7,,195
a38585874,"Private Full Bedroom | Fresh Meadows, Queens",268611281,Victor G,Queens,Flushing,40.72891,-73.79491,Private room,2,23,2023-02-09,0.54,2,78,8,,58
a624543917590041116,Cozy Room in West Harlem R,43452533,Mark,Manhattan,Harlem,40.82548,-73.94408,Private room,4,6,2023-01-02,0.75,2,0,6,,50
a16534321,Fashionable Room Great for longer term stays,48899796,Beth,Brooklyn,Midwood,40.6207,-73.95413,Private room,30,10,2023-01-01,0.13,3,73,1,,65
a16004740,Luxury One Bedroom w/ City Views,17108681,Claudia,Manhattan,Upper East Side,40.77667,-73.95038,Entire home/apt,30,13,2020-02-15,0.19,1,0,0,,165
a728223299425774875,Ultimate NYC Experience 3 bedroom W/Gameroom & Bar,425972289,Elite Services By G&G,Manhattan,East Harlem,40.78803,-73.94054,Entire home/apt,3,13,2023-02-14,2.53,4,171,13,,277
a21010586,Cozy Junior One Bedroom apt in Greenwich Village,151284868,Nicola,Manhattan,Greenwich Village,40.73275,-74.00005,Entire home/apt,30,26,2022-11-17,0.39,2,285,5,,134
a53377483,Large 1 bedroom in West Village/Greenwich Village,100394501,Angel,Manhattan,Greenwich Village,40.72997,-74.00048,Entire home/apt,6,8,2022-12-31,0.54,1,0,6,,220
a796232,"Cozy Apt in Bushwick, Brooklyn!",4194142,Alexandra,Brooklyn,Bushwick,40.70294,-73.92652,Entire home/apt,30,12,2018-09-21,0.11,1,0,0,,119
a10386936,Private Room in Williamsburg!,53471415,Mark,Brooklyn,Williamsburg,40.71158,-73.95364,Private room,365,10,2016-05-19,0.12,1,0,0,,1002
a618282597619443456,Lovely two room apartment on the 2nd floor,210036614,Osyma,Brooklyn,Bay Ridge,40.62677706342476,-74.02417135238647,Entire home/apt,2,24,2023-01-29,3.05,1,298,24,,150
a610172193243760251,Lovely 2 Bed Private Room with TV,355770584,Nina,Queens,Flushing,40.75615,-73.80516,Private room,1,8,2023-02-09,0.79,9,22,8,,84
a32679226,Large Room Across from Prospect Park,112318272,Fiona,Brooklyn,Flatbush,40.65363,-73.9613,Private room,2,25,2022-05-29,1.05,1,87,6,,105
a610189603001715109,Breathtaking Views! Modern Luxury Apt by Times Sq,11829141,Gregory,Manhattan,Hell's Kitchen,40.76046,-73.99761,Entire home/apt,4,9,2023-02-21,1.24,2,208,9,,450
a1961361,Private Master BR in 3 BR Apt,10134825,Kara,Manhattan,Lower East Side,40.71454,-73.98647,Private room,30,6,2016-01-02,0.07,4,0,0,,102
a4453233,Cozy Hells Kitchen/Times Sq 2BR,5827529,Ariel,Manhattan,Hell's Kitchen,40.76363,-73.98871,Entire home/apt,30,8,2015-10-18,0.08,1,0,0,,160
a30182137,Sophisticated Upper East Apt Best Location,61391963,Stay With Vibe,Manhattan,Upper East Side,40.77364,-73.95701,Entire home/apt,30,11,2022-10-31,0.22,124,339,2,,117
a2660576,"Come see Brooklyn, New York",13617520,Howard T.,Brooklyn,Clinton Hill,40.69286,-73.96779,Shared room,30,7,2015-02-25,0.07,1,0,0,,40
a624333911894514091,Amazing 3BR/1BA rental unit! Near Central Park!,390588257,Emmanuel,Manhattan,Midtown,40.76085,-73.96907,Entire home/apt,1,15,2023-01-03,2.02,2,324,15,,250
a800634656799444071,Music museum,487300451,Nizar,Bronx,Norwood,40.874107710014464,-73.87451059901522,Private room,1,5,2023-02-12,3.13,1,362,5,,50
a631304780473207689,Amazing NYC Themed Apartment,391622090,Giovanni,Brooklyn,Flatlands,40.62728,-73.92135,Entire home/apt,1,19,2023-02-26,2.45,1,363,19,,101
a594067419490393766,Queens 2BR Apartment Wi-Fi & Amenities - 10 to LGA,420975523,Fei,Queens,Maspeth,40.73508,-73.89697,Entire home/apt,1,17,2022-12-07,1.51,8,178,17,,91
a6303845,Cozy Home Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.6862,-73.95134,Private room,30,29,2020-03-01,0.31,12,356,0,,60
a672459717259106879,Nice and cozy 1 Bedroom in Queens,252633425,Rodrigo,Queens,Woodhaven,40.69585,-73.85276,Private room,1,10,2022-12-04,1.32,3,179,10,,70
a724024519666026412,Clinton Hill- 3 bedroom/2 bath Flat.,99629743,Leatha,Brooklyn,Clinton Hill,40.68687,-73.96463,Entire home/apt,2,13,2023-02-05,2.64,1,313,13,,399
a52425027,My cozy place on Franklin,19306238,Steven,Brooklyn,Crown Heights,40.6709,-73.95671,Entire home/apt,1,6,2023-02-28,1.91,1,137,6,,175
a32822073,Cozy apartment w/ Magnificent View!,246422621,Jimmy,Manhattan,Battery Park City,40.71091,-74.0145,Private room,30,6,2019-12-11,0.13,1,0,0,,86
a48092479,Private Bedroom in Spacious Sunlit Apartment,386135351,Mike,Manhattan,Washington Heights,40.85441,-73.93515,Private room,2,6,2021-08-05,0.29,1,0,0,,65
a30694768,A Relaxing Place in Inwood,188050970,Walkiria,Manhattan,Washington Heights,40.85757,-73.92971,Private room,1,54,2020-02-17,1.06,1,0,0,,65
a578903591037581087,ROOM# 4 private room in the Bronx,124976191,Yanelly,Bronx,Longwood,40.81942,-73.9072,Private room,3,22,2022-12-05,1.91,7,365,22,,59
a6808818,Bright Room With Projector and Antique Fireplace,23582893,Laramie,Brooklyn,Bushwick,40.68972,-73.91512,Private room,1,198,2023-02-20,2.13,2,80,38,,69
a38235141,"Comfortable and Homey 1 bedroom, shared bath",115638902,Jose,Queens,Ozone Park,40.68302,-73.86135,Private room,3,54,2023-01-05,1.31,1,344,19,,82
a51195082,"Beautiful, Eclectic 2 bdrm
Rental Unit in Brooklyn",400193201,Dani,Brooklyn,Canarsie,40.63842,-73.91792,Entire home/apt,2,15,2023-02-26,2.27,1,339,15,,119
a21816519,Large & bright apartment in the West Village,24123958,Elliot,Manhattan,West Village,40.7355,-74.00142,Entire home/apt,30,19,2018-09-06,0.3,1,0,0,,175
a4264049,Location Little Marcela,3250450,Petya,Queens,Astoria,40.76497,-73.91029,Private room,30,9,2022-08-19,0.1,17,332,2,,41
a51728249,Spacious room close airports and city in queens,182523684,George,Queens,Middle Village,40.71501,-73.88694,Private room,2,21,2023-02-21,1.14,4,124,11,,54
a34842741,Bright and Cozy Bedroom with King Size Bed.,21536998,Alina,Brooklyn,Midwood,40.62185,-73.96172,Private room,5,12,2022-12-10,0.29,2,1,5,,60
a23377365,East Village Location to Experience Manhattan,11274299,Andrew,Manhattan,East Village,40.72622,-73.98507,Private room,30,5,2018-03-30,0.08,2,0,0,,99
a51734038,Room B,208365297,Zuleide,Queens,Long Island City,40.75618,-73.93703,Private room,1,117,2023-02-23,6.25,5,141,83,,88
a28891434,"Garden Lovely, Clean & Cozy 2 Bedrooms",217793924,NY Blue House,Brooklyn,Crown Heights,40.67364,-73.93575,Entire home/apt,3,170,2023-02-26,3.17,1,74,43,,154
a22292865,Bedstuy kickback deals ONLY starting at $400! PM!,132130978,Mrs.,Brooklyn,Bedford-Stuyvesant,40.68696,-73.94028,Entire home/apt,1,116,2022-01-29,1.89,1,339,0,,414
a29260051,Air B and B at the Grand Old Mansion,187908347,William,Brooklyn,Crown Heights,40.67426,-73.94673,Entire home/apt,3,187,2023-02-28,3.54,2,166,46,,109
a49716781,Private Bathroom with Room,8387407,Susan,Brooklyn,East Flatbush,40.63746,-73.94533,Private room,1,22,2023-03-01,1.06,2,309,15,,70
a23606804,Sunny One Bedroom in Bed Stuy Close to Train,5225104,Malissa,Brooklyn,Bedford-Stuyvesant,40.67808,-73.90986,Entire home/apt,2,61,2023-02-19,1.02,1,57,15,,122
a45809231,Economy Pied-à-terre,86414330,Willi,Queens,Astoria,40.756157,-73.927109,Entire home/apt,4,79,2023-02-25,3.81,1,9,47,,84
a32168090,Brooklyn’s Finest- (Heart Of Fort Greene 2 ),206288086,Akram,Brooklyn,Fort Greene,40.69424,-73.97312,Entire home/apt,2,165,2023-02-12,3.4,2,234,57,,223
a27710264,Cozy Brooklyn Apartment,209202426,Ace,Brooklyn,Bushwick,40.70112,-73.93734,Entire home/apt,30,5,2018-10-31,0.09,1,0,0,,80
a47026093,Room in cozy apartment (5min-train) (15min-NYC),179657707,Andres,Queens,Ridgewood,40.70305,-73.91242,Private room,3,55,2023-02-22,2.51,2,64,29,,80
a658545811833091501,"2BR GEM Near Columbia Hosp Univ, Times Sq., Subway",40482521,Annie,Manhattan,Washington Heights,40.8385,-73.94607,Entire home/apt,2,26,2023-02-26,3.18,1,116,26,,237
a19588726,Habitación ubicada céntricamente en la ciudad.,137690897,Yaneli,Bronx,Fordham,40.86723,-73.89035,Private room,30,13,2019-05-19,0.19,1,0,0,,80
a599017022512024975,Modern and Spacious New Construction in Park Slope,11052073,Jonathan,Brooklyn,South Slope,40.66686,-73.98871,Entire home/apt,30,47,2023-01-02,4.29,1,217,47,,218
a33855937,"BRIGHT, STUNNING ROOM WITH AMAZING VIEWS.",117999420,Clemente,Manhattan,Upper East Side,40.76205,-73.96478,Private room,5,15,2022-03-03,0.32,1,89,0,,350
a39554417,"Entire Villa-4 Bedroom - 4,000 sq. ft Experience",40613794,Peter,Queens,Ditmars Steinway,40.77433,-73.89513,Entire home/apt,30,102,2023-01-01,2.57,1,349,18,,633
a644978810466462369,Bright & spacious apartment in Downtown Manhattan!,83908657,Alex,Manhattan,East Village,40.72958,-73.98733,Entire home/apt,3,5,2023-01-02,0.68,1,62,5,,350
a4605840,Large Sunny Bedroom With great View,23788242,Suzanne,Brooklyn,Bedford-Stuyvesant,40.6867,-73.94856,Private room,3,89,2023-01-01,0.98,1,305,19,,99
a763277189510964092,2 Bedroom Near Freedom Tower,488226603,Guillaine,Manhattan,Tribeca,40.71590217874702,-74.00720578730154,Entire home/apt,3,7,2023-03-05,2.69,1,328,7,,850
a49095065,"Stunning, Safe Central Park Upper West Side",395949423,Im,Manhattan,Upper West Side,40.79425,-73.96346,Private room,1,108,2023-02-13,4.68,2,4,49,,65
a54055516,Spacious and Bright Artist's Condo.  2-Bed 2 Bath.,66326553,Pierre,Bronx,Concourse Village,40.82859,-73.91754,Entire home/apt,30,5,2022-11-21,0.38,6,365,4,,199
a53901427,"Private Studio in Bay Ridge, NYC Brownstone",231352024,Ramaz,Brooklyn,Bay Ridge,40.62479,-74.02045,Entire home/apt,2,34,2023-02-06,2.38,1,259,29,,138
a42682747,SSB 13. SINGLE SHARED BATHROOM.,163362268,Reservation Desk,Manhattan,Gramercy,40.73547,-73.98548,Private room,30,8,2023-03-03,0.5,5,251,7,,63
a630866621074508493,Gorgeous Brooklyn Brownstone,14859827,Isabelle,Brooklyn,Bedford-Stuyvesant,40.68452,-73.92248,Entire home/apt,2,20,2023-03-01,2.14,1,287,20,,150
a44304828,Strivers Row 5 Bedroom Triplex,357279975,Amal,Manhattan,Harlem,40.81868,-73.94223,Entire home/apt,3,66,2023-02-20,2.11,4,101,33,,518
a52363121,Comfortable 2-bedroom  in downtown Flushing,423838195,Peter,Queens,Flushing,40.76548,-73.83024,Entire home/apt,31,24,2022-12-28,1.37,1,82,18,,91
a50661719,Music Room/1 or 2 Bdrm available,95570540,Ilene And Paul,Staten Island,Oakwood,40.55901,-74.11982,Entire home/apt,2,18,2023-01-11,0.91,7,80,6,,128
a18373404,Little Haven in Brooklyn Redeux,14588919,Allison,Brooklyn,Bedford-Stuyvesant,40.68208,-73.94965,Entire home/apt,3,173,2023-01-04,2.44,1,110,14,,150
a46854989,"Loft studio with a Peloton Bike in Harlem, NYC",5225392,Ida,Manhattan,East Harlem,40.80028,-73.93647,Entire home/apt,6,13,2023-01-01,1.33,1,269,13,,274
a23574142,queens get away!!,176185168,Janet,Queens,Laurelton,40.68201,-73.73843,Private room,30,118,2018-12-24,1.97,1,0,0,,55
a650682583711603866,Mummy’s Place — just steps from LaGuardia Airport,366431108,Simone,Queens,East Elmhurst,40.7684619,-73.8775476,Entire home/apt,2,16,2023-01-16,2.44,1,319,16,,121
a651564440114113277,Cozy Private Room in Harlem,140348326,Sanja,Manhattan,Harlem,40.81742,-73.94239,Private room,4,15,2023-01-11,1.78,1,224,15,,72
a4963215,"East Village Floor Thru plus Garden, Washer/Dryer!",7245581,Michael,Manhattan,East Village,40.72304,-73.97674,Entire home/apt,79,9,2023-01-15,0.1,19,257,2,,103
a27395171,Cozy room/Private bath. in the room. Mid Flushing,205745676,Liqin,Queens,Flushing,40.7593,-73.8199,Private room,1,114,2023-02-19,2.05,9,342,50,,91
a49518785,Sunny Loft in Williamsburg!,1288057,Zeid,Brooklyn,Williamsburg,40.71048,-73.94158,Entire home/apt,4,10,2023-01-01,0.46,1,89,6,,189
a10165181,Beautiful Unique Greenpoint Loft Suite,47554473,Henry Norman,Brooklyn,Greenpoint,40.72841,-73.94505,Entire home/apt,3,48,2023-01-17,0.55,14,38,6,,208
a744362529094004795,Lovely private bedroom in New York City,104531078,Leandro,Manhattan,Harlem,40.81443,-73.95674,Private room,3,6,2023-02-19,2.0,1,191,6,,83
a4126676,Great Apt 5min from Time Square NYC,19802029,Roger,Manhattan,Hell's Kitchen,40.767,-73.98499,Entire home/apt,10,43,2021-08-20,0.42,1,9,0,,126
a222304,BEST DEAL IN CHELSEA 1 bdrm NYC,1153993,Anton,Manhattan,Chelsea,40.7401,-74.00019,Entire home/apt,30,35,2021-10-01,0.25,1,30,0,,149
a52683054,MedRoom 444-8,267272502,Orfelina,Brooklyn,Bedford-Stuyvesant,40.69417,-73.95085,Private room,3,22,2023-01-30,1.34,18,279,18,,60
a16678888,Spacious 1 Bdrm Apt in Carroll Gardens on Quant St,1380312,Shari,Brooklyn,Carroll Gardens,40.67607,-73.99865,Entire home/apt,4,18,2019-07-31,0.24,1,20,0,,125
a35275920,Cozy summer relaxation,265576141,Sharon,Queens,Rockaway Beach,40.59017,-73.81419,Private room,7,13,2022-11-23,0.29,2,328,3,,60
a19892264,Brooklyn 1-Bedroom with Skyline Views,87474067,Amanda,Brooklyn,Bedford-Stuyvesant,40.68223,-73.95269,Private room,30,16,2018-05-20,0.23,1,0,0,,60
a669402908509195940,Sunny 2 Beds in the Upper East Side.,262570325,Alexi Javier,Manhattan,Upper East Side,40.76883,-73.95285,Entire home/apt,3,7,2023-01-22,1.46,3,312,7,,212
a40944094,Entire second floor unit in Jackson heights,45937956,Fahim,Queens,Jackson Heights,40.75156,-73.89344,Entire home/apt,3,20,2022-11-15,0.85,3,53,5,,144
a28133914,Private bedroom in Brooklyn apartment,137562994,Danila,Brooklyn,Bedford-Stuyvesant,40.68109,-73.94972,Private room,2,30,2019-12-28,0.55,1,0,0,,85
a50286714,Modern bedroom in Brooklyn5 min from train station,182827988,Federico,Brooklyn,Brownsville,40.67574,-73.90565,Private room,2,28,2021-11-07,1.32,1,0,0,,85
a3360707,The Hideaway,16954768,Hugo,Manhattan,Harlem,40.81965,-73.95267,Private room,30,196,2023-01-07,1.85,3,43,4,,30
a52404588,Private Entire Floor. 2 bedrooms. Near LaGuardia A,424173274,Heping,Queens,College Point,40.77961,-73.84254,Entire home/apt,3,29,2023-01-02,1.71,1,247,19,,86
a54196066,Clean & Elegant Brownstone Home With Free Laundry,439414066,Anthony,Brooklyn,Bedford-Stuyvesant,40.68447,-73.94238,Entire home/apt,1,44,2023-03-05,4.94,2,240,44,,105
a683523642121128796,Beautiful Renovated 1BR APT w/ King Bed & Kitchen,101776118,Jim,Brooklyn,Fort Hamilton,40.62262,-74.0295,Entire home/apt,1,40,2023-02-05,5.83,2,72,40,,134
a695135968242041566,Cozy and Convenient 1BR In Queens-5 min to subway,135577694,Yi,Queens,Woodside,40.75161,-73.89946,Entire home/apt,3,20,2023-02-27,3.55,1,20,20,,128
a48982617,CheKell's Cozy Suite B room w/ patio in Canarsie,333256736,Cherry-Ann,Brooklyn,Canarsie,40.63638,-73.90926,Private room,2,35,2023-01-29,1.81,5,358,24,,69
a40615352,Huge private room in Crown Heights!,314730370,Chaya,Brooklyn,Crown Heights,40.67126,-73.93853,Private room,30,5,2020-02-18,0.13,1,0,0,,90
a287408,Lovely Hell's Kitchen Studio...,1495090,Carey,Manhattan,Hell's Kitchen,40.76198,-73.99361,Entire home/apt,10,76,2023-01-02,0.57,1,24,2,,181
a36115461,Private Room In a Beautiful Tree-Lined Brownstone,24633205,Joshua,Brooklyn,Bedford-Stuyvesant,40.69042,-73.93939,Private room,30,31,2020-03-13,0.69,1,0,0,,63
a31123490,Modern 1 Bedroom Escape with River Views,65294078,Matt,Manhattan,Hell's Kitchen,40.76769,-73.98513,Entire home/apt,1,17,2020-02-23,0.35,1,0,0,,175
a50708181,MedRoom-444-2,267272502,Orfelina,Brooklyn,Bedford-Stuyvesant,40.69256,-73.95153,Private room,3,12,2023-01-05,0.64,18,342,9,,60
a20194791,15 Minutes  to Manhattan and Safe Neighborhood!,58403098,Nilufer,Queens,Sunnyside,40.73843,-73.92769,Private room,28,94,2020-10-11,1.39,2,113,0,,54
a702760737105237334,Robinson Lane,65412308,Cheryl,Brooklyn,Bedford-Stuyvesant,40.68906,-73.9306,Private room,3,13,2022-12-06,2.09,4,194,13,,59
a20958399,Elegant 1 BR with amazing view in Park Slope,3574249,Alexander,Brooklyn,Park Slope,40.66795,-73.97976,Entire home/apt,30,7,2019-11-08,0.13,1,0,0,,85
